Date,InvoiceId,Qty,Freight,LineAmount1,InvoiceCat,CustomerName,State,City,Year,Month,Day,Y-M,WeekDay
2019-04-30,DD-1920/000032,290.0,0.0,49300.0,DD-1920,Customer 130,DN,SILVASSA,2019,04,30,2019-04,Tuesday
2019-04-30,DD-1920/000035,40.0,0.0,6800.0,DD-1920,Customer 46,GJ,BHARUCH,2019,04,30,2019-04,Tuesday
2019-05-04,DD-1920/000002,35.0,0.0,5636.4,DD-1920,Customer 25,GJ,JAMNAGAR,2019,05,04,2019-05,Saturday
2019-05-04,DD-1920/000002,90.0,0.0,15300.0,DD-1920,Customer 25,GJ,JAMNAGAR,2019,05,04,2019-05,Saturday
2019-05-04,DD-1920/000002,450.0,0.0,72468.0,DD-1920,Customer 25,GJ,JAMNAGAR,2019,05,04,2019-05,Saturday
2019-05-15,DD-1920/000054,60.0,0.0,10200.0,DD-1920,Customer 183,MH,MUMBAI,2019,05,15,2019-05,Wednesday
2019-05-15,DD-1920/000054,40.0,0.0,6441.6,DD-1920,Customer 183,MH,MUMBAI,2019,05,15,2019-05,Wednesday
2019-05-15,SGE-1920/001175,6.0,0.0,1674.37,SGE-1920,Customer 82,DL,DELHI,2019,05,15,2019-05,Wednesday
2019-05-20,SGE-1920/001230,100.0,84.24,26196.0,SGE-1920,Customer 48,UP,SONEBHANDRA,2019,05,20,2019-05,Monday
2019-05-20,SGE-1920/001229,30.0,17.0,6000.0,SGE-1920,Customer 49,CT,BILASPUR,2019,05,20,2019-05,Monday
2019-05-20,SGE-1920/001235,5.0,0.0,1648.72,SGE-1920,Customer 69,CH,CHANDIGARH,2019,05,20,2019-05,Monday
2019-05-21,DD-1920/000061,10.0,0.0,1700.0,DD-1920,Customer 46,GJ,BHARUCH,2019,05,21,2019-05,Tuesday
2019-05-22,SGE-1920/001259,20.0,0.0,5941.32,SGE-1920,Customer 105,UP,CHANDAULI,2019,05,22,2019-05,Wednesday
2019-05-23,DD-1920/000074,218.0,0.0,37060.0,DD-1920,Customer 130,DN,SILVASSA,2019,05,23,2019-05,Thursday
2019-05-23,SGE-1920/001347,1008.0,570.0,197568.0,SGE-1920,Customer 74,GJ,GANDHIDHAM,2019,05,23,2019-05,Thursday
2019-05-23,DD-1920/000074,10.0,0.0,1700.0,DD-1920,Customer 130,DN,SILVASSA,2019,05,23,2019-05,Thursday
2019-05-25,SGE-1920/001470,24.0,14.0,6481.44,SGE-1920,Customer 126,CT,RAIGARH,2019,05,25,2019-05,Saturday
2019-05-25,SGE-1920/001403,22.0,10.91,6397.06,SGE-1920,Customer 35,MH,PUNE,2019,05,25,2019-05,Saturday
2019-05-27,SGE-1920/001484,100.0,66.33,23794.7,SGE-1920,Customer 53,PB,LUDHIANA,2019,05,27,2019-05,Monday
2019-05-27,DD-1920/000078,10.0,0.0,3711.1,DD-1920,Customer 186,AP,NELLORE,2019,05,27,2019-05,Monday
2019-05-29,SGE-1920/001577,24.0,18.48,6287.04,SGE-1920,Customer 29,AP,VIJAYWADA,2019,05,29,2019-05,Wednesday
2019-05-31,SGE-1920/001692,6.0,0.0,1620.36,SGE-1920,Customer 44,AP,VISAKHAPATNAM,2019,05,31,2019-05,Friday
2019-05-31,SGE-1920/001691,12.0,0.0,3240.72,SGE-1920,Customer 44,AP,VISAKHAPATNAM,2019,05,31,2019-05,Friday
2019-05-31,SGE-1920/001782,1008.0,770.47,197568.0,SGE-1920,Customer 13,GJ,VAPI,2019,05,31,2019-05,Friday
2019-05-31,SGE-1920/001783,240.0,184.92,48000.0,SGE-1920,Customer 38,UP,GHAZIABAD,2019,05,31,2019-05,Friday
2019-05-31,SGE-1920/001629,12.0,0.0,3597.2,SGE-1920,Customer 96,KA,BANGALORE,2019,05,31,2019-05,Friday
2019-05-31,SGE-1920/001789,18.0,9.47,4715.28,SGE-1920,Customer 31,MH,BALLARPUR,2019,05,31,2019-05,Friday
2019-05-31,SGE-1920/001778,14.0,9.9,3331.26,SGE-1920,Customer 53,PB,LUDHIANA,2019,05,31,2019-05,Friday
2019-05-31,DD-1920/000085,236.0,0.0,40120.0,DD-1920,Customer 101,MH,RAIGAD,2019,05,31,2019-05,Friday
2019-05-31,DD-1920/000085,14.0,0.0,2380.0,DD-1920,Customer 101,MH,RAIGAD,2019,05,31,2019-05,Friday
2019-05-31,DD-1920/000085,20.0,0.0,3220.8,DD-1920,Customer 101,MH,RAIGAD,2019,05,31,2019-05,Friday
2019-05-31,DD-1920/000088,10.0,0.0,1610.4,DD-1920,Customer 46,GJ,BHARUCH,2019,05,31,2019-05,Friday
2019-05-31,SGE-1920/001774,6.0,2.66,1539.34,SGE-1920,Customer 67,UP,MEERUT,2019,05,31,2019-05,Friday
2019-06-04,SGE-1920/000046,180.0,0.0,25848.0,SGE-1920,Customer 110,HR,GURGAON,2019,06,04,2019-06,Tuesday
2019-06-06,DD-1920/000092,50.0,0.0,8500.0,DD-1920,Customer 163,GJ,BHARUCH,2019,06,06,2019-06,Thursday
2019-06-13,SGE-1920/002006,24.0,0.0,7194.4,SGE-1920,Customer 96,KA,BANGALORE,2019,06,13,2019-06,Thursday
2019-06-14,SGE-1920/002039,1032.0,790.36,202272.0,SGE-1920,Customer 33,RJ,BHILWARA,2019,06,14,2019-06,Friday
2019-06-14,SGE-1920/002042,505.0,390.04,101000.0,SGE-1920,Customer 95,TN,CHENNAI,2019,06,14,2019-06,Friday
2019-06-14,SGE-1920/002052,10.0,0.0,2929.59,SGE-1920,Customer 112,MP,KATNI,2019,06,14,2019-06,Friday
2019-06-15,SGE-1920/002069,10.0,5.5,2700.6,SGE-1920,Customer 86,MP,INDORE,2019,06,15,2019-06,Saturday
2019-06-18,SGE-1920/002153,180.0,0.0,25848.0,SGE-1920,Customer 110,HR,GURGAON,2019,06,18,2019-06,Tuesday
2019-06-18,DD-1920/000100,15.0,0.0,2415.6,DD-1920,Customer 65,GJ,VADODARA,2019,06,18,2019-06,Tuesday
2019-06-19,SGE-1920/002181,36.0,18.83,9430.56,SGE-1920,Customer 151,UP,KANPUR,2019,06,19,2019-06,Wednesday
2019-06-19,SGE-1920/002171,216.0,167.77,58332.96,SGE-1920,Customer 40,TS,HYDERABAD,2019,06,19,2019-06,Wednesday
2019-06-19,SGE-1920/002166,50.0,43.04,13503.0,SGE-1920,Customer 126,CT,RAIGARH,2019,06,19,2019-06,Wednesday
2019-06-19,SGE-1920/002169,510.0,379.94,86483.25,SGE-1920,Customer 5,HR,GURGAON,2019,06,19,2019-06,Wednesday
2019-06-20,SGE-1920/002212,40.0,20.35,8000.0,SGE-1920,Customer 37,UT,HARIDWAR,2019,06,20,2019-06,Thursday
2019-06-21,DD-1920/000103,14.0,0.0,2380.0,DD-1920,Customer 130,DN,SILVASSA,2019,06,21,2019-06,Friday
2019-06-21,DD-1920/000103,111.0,0.0,18870.0,DD-1920,Customer 130,DN,SILVASSA,2019,06,21,2019-06,Friday
2019-06-21,SGE-1920/002263,24.0,7.08,6805.51,SGE-1920,Customer 188,DL,NEW DELHI,2019,06,21,2019-06,Friday
2019-06-22,SGE-1920/002302,12.0,6.89,3240.72,SGE-1920,Customer 55,TS,GODAVARIKHANI,2019,06,22,2019-06,Saturday
2019-06-25,SGE-1920/002349,1032.0,791.36,202272.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,06,25,2019-06,Tuesday
2019-06-27,SGE-1920/002454,120.0,61.06,20349.0,SGE-1920,Customer 5,HR,GURGAON,2019,06,27,2019-06,Thursday
2019-06-27,SGE-1920/002463,12.0,7.47,2855.36,SGE-1920,Customer 53,PB,LUDHIANA,2019,06,27,2019-06,Thursday
2019-06-28,SGE-1920/002490,200.0,111.83,50645.6,SGE-1920,Customer 17,UP,SONEBHANDRA,2019,06,28,2019-06,Friday
2019-06-29,SGE-1920/002547,1500.0,1150.76,294000.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,06,29,2019-06,Saturday
2019-06-30,DD-1920/000119,10.0,0.0,1700.0,DD-1920,Customer 46,GJ,BHARUCH,2019,06,30,2019-06,Sunday
2019-06-30,SGE-1920/002737,8.0,4.16,1903.58,SGE-1920,Customer 53,PB,LUDHIANA,2019,06,30,2019-06,Sunday
2019-06-30,SGE-1920/002728,13.0,7.85,3896.97,SGE-1920,Customer 137,MH,PUNE,2019,06,30,2019-06,Sunday
2019-06-30,SGE-1920/002635,504.0,389.83,100800.0,SGE-1920,Customer 64,TS,SECUNDRABAD,2019,06,30,2019-06,Sunday
2019-06-30,SGE-1920/002661,1008.0,775.47,197568.0,SGE-1920,Customer 24,GJ,BHARUCH,2019,06,30,2019-06,Sunday
2019-06-30,SGE-1920/002731,24.0,13.58,6481.44,SGE-1920,Customer 32,CH,CHANDIGARH,2019,06,30,2019-06,Sunday
2019-06-30,SGE-1920/002689,10.0,7.34,2619.6,SGE-1920,Customer 191,BH,PATNA,2019,06,30,2019-06,Sunday
2019-06-30,DD-1920/000122,16.0,0.0,2720.0,DD-1920,Customer 30,GJ,AHMEDABAD,2019,06,30,2019-06,Sunday
2019-06-30,SGE-1920/002743,504.0,285.0,100800.0,SGE-1920,Customer 63,GJ,VERAVAL,2019,06,30,2019-06,Sunday
2019-07-02,SGE-1819/10466,32.0,6.98,6710.4,SGE-1819,Customer 61,MH,PALGHAR,2019,07,02,2019-07,Tuesday
2019-07-03,DD-1819/741,10.0,0.0,1568.1,DD-1819,Customer 25,GJ,JAMNAGAR,2019,07,03,2019-07,Wednesday
2019-07-03,DD-1819/741,200.0,0.0,31362.0,DD-1819,Customer 25,GJ,JAMNAGAR,2019,07,03,2019-07,Wednesday
2019-07-03,SGE-1819/11337,1344.0,1143.96,263424.0,SGE-1819,Customer 4,RJ,JAIPUR,2019,07,03,2019-07,Wednesday
2019-07-16,SGE-1920/003019,756.0,594.1,148176.0,SGE-1920,Customer 10,MH,MUMBAI,2019,07,16,2019-07,Tuesday
2019-07-16,SGE-1920/003020,252.0,201.37,49392.0,SGE-1920,Customer 10,MH,MUMBAI,2019,07,16,2019-07,Tuesday
2019-07-16,SGE-1920/003040,504.0,389.83,100800.0,SGE-1920,Customer 97,MH,PUNE,2019,07,16,2019-07,Tuesday
2019-07-16,SGE-1920/003018,150.0,125.87,39294.0,SGE-1920,Customer 191,BH,PATNA,2019,07,16,2019-07,Tuesday
2019-07-16,SGE-1920/003017,200.0,151.6,40000.0,SGE-1920,Customer 45,JH,JAMSHEDPUR,2019,07,16,2019-07,Tuesday
2019-07-17,SGE-1920/003055,12.0,5.07,3195.91,SGE-1920,Customer 27,MH,AURANGABAD,2019,07,17,2019-07,Wednesday
2019-07-17,SGE-1920/003042,504.0,389.83,100800.0,SGE-1920,Customer 97,MH,PUNE,2019,07,17,2019-07,Wednesday
2019-07-18,SGE-1920/003073,504.0,285.0,100800.0,SGE-1920,Customer 74,GJ,GANDHIDHAM,2019,07,18,2019-07,Thursday
2019-07-19,SGE-1920/003133,12.0,5.89,3240.72,SGE-1920,Customer 14,GJ,RAJKOT,2019,07,19,2019-07,Friday
2019-07-20,SGE-1920/003150,48.0,26.0,12638.81,SGE-1920,Customer 39,UP,MEERUT,2019,07,20,2019-07,Saturday
2019-07-20,SGE-1920/003148,48.0,41.48,12962.88,SGE-1920,Customer 29,AP,VIJAYWADA,2019,07,20,2019-07,Saturday
2019-07-22,SGE-1920/003178,504.0,389.83,100800.0,SGE-1920,Customer 16,MP,BHOPAL,2019,07,22,2019-07,Monday
2019-07-22,DD-1920/000137,71.0,0.0,12070.0,DD-1920,Customer 101,MH,RAIGAD,2019,07,22,2019-07,Monday
2019-07-24,SGE-1920/003312,24.0,0.0,7194.4,SGE-1920,Customer 96,KA,BANGALORE,2019,07,24,2019-07,Wednesday
2019-07-25,SGE-1920/003365,24.0,16.29,6481.44,SGE-1920,Customer 93,MP,GWALIOR,2019,07,25,2019-07,Thursday
2019-07-26,SGE-1920/003402,24.0,15.3,6287.04,SGE-1920,Customer 170,OR,ANGUL,2019,07,26,2019-07,Friday
2019-07-26,SGE-1920/003412,504.0,389.83,100800.0,SGE-1920,Customer 141,CT,RAIPUR,2019,07,26,2019-07,Friday
2019-07-26,SGE-1920/003396,12.0,4.94,2855.36,SGE-1920,Customer 53,PB,LUDHIANA,2019,07,26,2019-07,Friday
2019-07-26,SGE-1920/003400,504.0,389.83,100800.0,SGE-1920,Customer 22,GJ,VADODARA,2019,07,26,2019-07,Friday
2019-07-27,DD-1920/000148,675.0,0.0,114750.0,DD-1920,Customer 65,GJ,VADODARA,2019,07,27,2019-07,Saturday
2019-07-27,SGE-1920/003430,96.0,69.06,22842.91,SGE-1920,Customer 53,PB,LUDHIANA,2019,07,27,2019-07,Saturday
2019-07-29,SGE-1920/003479,192.0,143.86,32558.4,SGE-1920,Customer 57,GJ,AHMEDABAD,2019,07,29,2019-07,Monday
2019-07-30,SGE-1920/003514,150.0,121.87,39294.0,SGE-1920,Customer 99,PB,LUDHIANA,2019,07,30,2019-07,Tuesday
2019-07-30,SGE-1920/003529,12.0,16.26,2855.36,SGE-1920,Customer 53,PB,LUDHIANA,2019,07,30,2019-07,Tuesday
2019-07-31,SGE-1920/003633,1008.0,775.47,197568.0,SGE-1920,Customer 24,GJ,BHARUCH,2019,07,31,2019-07,Wednesday
2019-07-31,SGE-1920/003636,1512.0,1163.21,296352.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,07,31,2019-07,Wednesday
2019-07-31,SGE-1920/003598,12.0,7.5,3159.7,SGE-1920,Customer 39,UP,MEERUT,2019,07,31,2019-07,Wednesday
2019-07-31,SGE-1920/003704,120.0,95.89,32407.2,SGE-1920,Customer 55,TS,GODAVARIKHANI,2019,07,31,2019-07,Wednesday
2019-07-31,SGE-1920/003621,504.0,389.83,100800.0,SGE-1920,Customer 44,AP,VISAKHAPATNAM,2019,07,31,2019-07,Wednesday
2019-08-02,SGE-1819/10500,1008.0,851.28,193536.0,SGE-1819,Customer 13,GJ,VAPI,2019,08,02,2019-08,Friday
2019-08-03,DD-1819/743,200.0,0.0,31364.0,DD-1819,Customer 25,GJ,JAMNAGAR,2019,08,03,2019-08,Saturday
2019-08-06,SGE-1920/001919,2016.0,1545.94,395136.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,08,06,2019-08,Tuesday
2019-08-08,SGE-1920/003811,180.0,0.0,25848.0,SGE-1920,Customer 110,HR,GURGAON,2019,08,08,2019-08,Thursday
2019-08-13,SGE-1920/003928,12.0,6.98,3597.2,SGE-1920,Customer 35,MH,PUNE,2019,08,13,2019-08,Tuesday
2019-08-16,SGE-1920/003973,1008.0,772.47,197568.0,SGE-1920,Customer 42,MH,RAIGAD,2019,08,16,2019-08,Friday
2019-08-16,SGE-1920/003970,24.0,14.0,6589.46,SGE-1920,Customer 194,TN,KANCHEEPURAM,2019,08,16,2019-08,Friday
2019-08-19,SGE-1920/004041,504.0,388.83,100800.0,SGE-1920,Customer 10,MH,MUMBAI,2019,08,19,2019-08,Monday
2019-08-19,SGE-1920/004040,100.0,78.18,19400.0,SGE-1920,Customer 45,JH,JAMSHEDPUR,2019,08,19,2019-08,Monday
2019-08-20,SGE-1920/004070,240.0,184.92,48000.0,SGE-1920,Customer 38,UP,GHAZIABAD,2019,08,20,2019-08,Tuesday
2019-08-21,SGE-1920/004165,10.0,6.0,3297.43,SGE-1920,Customer 69,CH,CHANDIGARH,2019,08,21,2019-08,Wednesday
2019-08-21,SGE-1920/004156,48.0,54.57,11421.46,SGE-1920,Customer 53,PB,LUDHIANA,2019,08,21,2019-08,Wednesday
2019-08-21,SGE-1920/004163,24.0,14.0,6481.44,SGE-1920,Customer 126,CT,RAIGARH,2019,08,21,2019-08,Wednesday
2019-08-23,SGE-1920/004265,14.0,7.55,3780.84,SGE-1920,Customer 29,AP,VIJAYWADA,2019,08,23,2019-08,Friday
2019-08-23,DD-1920/000176,50.0,0.0,8500.0,DD-1920,Customer 25,GJ,JAMNAGAR,2019,08,23,2019-08,Friday
2019-08-26,SGE-1920/004300,300.0,176.98,75968.4,SGE-1920,Customer 17,UP,SONEBHANDRA,2019,08,26,2019-08,Monday
2019-08-27,SGE-1920/004345,504.0,389.83,100800.0,SGE-1920,Customer 138,MH,NASHIK,2019,08,27,2019-08,Tuesday
2019-08-27,SGE-1920/004356,1008.0,777.47,197568.0,SGE-1920,Customer 12,MH,NASHIK,2019,08,27,2019-08,Tuesday
2019-08-29,SGE-1920/004410,12.0,6.18,3240.72,SGE-1920,Customer 87,KA,BELGAUM,2019,08,29,2019-08,Thursday
2019-08-30,SGE-1920/004463,17.0,9.31,4045.1,SGE-1920,Customer 53,PB,LUDHIANA,2019,08,30,2019-08,Friday
2019-08-30,SGE-1920/004446,264.0,204.91,52800.0,SGE-1920,Customer 94,MH,MULUND,2019,08,30,2019-08,Friday
2019-08-30,SGE-1920/004447,240.0,185.92,48000.0,SGE-1920,Customer 94,MH,MULUND,2019,08,30,2019-08,Friday
2019-08-30,SGE-1920/004467,504.0,388.83,100800.0,SGE-1920,Customer 7,GA,GOA,2019,08,30,2019-08,Friday
2019-08-30,SGE-1920/004465,8.0,4.44,2182.33,SGE-1920,Customer 70,JH,JAMSHEDPUR,2019,08,30,2019-08,Friday
2019-08-31,SGE-1920/004618,1010.0,775.88,197960.0,SGE-1920,Customer 155,JH,JAMSHEDPUR,2019,08,31,2019-08,Saturday
2019-08-31,DD-1920/000183,30.0,0.0,5100.0,DD-1920,Customer 101,MH,RAIGAD,2019,08,31,2019-08,Saturday
2019-08-31,DD-1920/000183,270.0,0.0,45900.0,DD-1920,Customer 101,MH,RAIGAD,2019,08,31,2019-08,Saturday
2019-08-31,SGE-1920/004608,48.0,36.25,11421.46,SGE-1920,Customer 53,PB,LUDHIANA,2019,08,31,2019-08,Saturday
2019-08-31,SGE-1920/004634,504.0,394.83,100800.0,SGE-1920,Customer 64,TS,SECUNDRABAD,2019,08,31,2019-08,Saturday
2019-08-31,SGE-1920/004533,1000.0,783.84,196000.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,08,31,2019-08,Saturday
2019-08-31,SGE-1920/004534,500.0,386.92,98000.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,08,31,2019-08,Saturday
2019-08-31,SGE-1920/004658,130.0,92.14,42594.55,SGE-1920,Customer 77,JH,JAMSHEDPUR,2019,08,31,2019-08,Saturday
2019-08-31,SGE-1920/004623,12.0,10.35,2881.56,SGE-1920,Customer 92,UP,LUCKNOW,2019,08,31,2019-08,Saturday
2019-08-31,SGE-1920/004601,24.0,16.39,6481.44,SGE-1920,Customer 199,DL,DELHI,2019,08,31,2019-08,Saturday
2019-08-31,SGE-1920/004569,12.0,6.3,3240.72,SGE-1920,Customer 93,MP,GWALIOR,2019,08,31,2019-08,Saturday
2019-08-31,SGE-1920/004524,15.0,7.39,4185.93,SGE-1920,Customer 190,MP,KATNI,2019,08,31,2019-08,Saturday
2019-09-02,SGE-1819/10531,48.0,45.07,12574.08,SGE-1819,Customer 29,AP,VIJAYWADA,2019,09,02,2019-09,Monday
2019-09-04,SGE-1920/000107,504.0,389.83,100800.0,SGE-1920,Customer 64,TS,SECUNDRABAD,2019,09,04,2019-09,Wednesday
2019-09-05,SGE-1920/000979,120.0,75.73,30463.2,SGE-1920,Customer 87,KA,BELGAUM,2019,09,05,2019-09,Thursday
2019-09-07,SGE-1920/002874,21.0,10.49,4996.89,SGE-1920,Customer 53,PB,LUDHIANA,2019,09,07,2019-09,Saturday
2019-09-08,SGE-1920/003845,36.0,10.62,10208.27,SGE-1920,Customer 188,DL,NEW DELHI,2019,09,08,2019-09,Sunday
2019-09-09,SGE-1920/004801,14.0,7.32,4196.73,SGE-1920,Customer 35,MH,PUNE,2019,09,09,2019-09,Monday
2019-09-13,SGE-1920/004891,504.0,388.83,100800.0,SGE-1920,Customer 16,MP,BHOPAL,2019,09,13,2019-09,Friday
2019-09-16,SGE-1920/004977,100.0,66.53,25322.8,SGE-1920,Customer 17,UP,SONEBHANDRA,2019,09,16,2019-09,Monday
2019-09-17,SGE-1920/005007,24.0,16.98,7486.06,SGE-1920,Customer 173,AP,KOTHAGUDEM,2019,09,17,2019-09,Tuesday
2019-09-17,DD-1920/000199,16.0,0.0,2720.0,DD-1920,Customer 65,GJ,VADODARA,2019,09,17,2019-09,Tuesday
2019-09-17,DD-1920/000199,14.0,0.0,2380.0,DD-1920,Customer 65,GJ,VADODARA,2019,09,17,2019-09,Tuesday
2019-09-17,DD-1920/000200,55.0,0.0,8624.55,DD-1920,Customer 30,GJ,AHMEDABAD,2019,09,17,2019-09,Tuesday
2019-09-18,SGE-1920/005060,8.0,0.0,1934.4,SGE-1920,Customer 157,AS,GUWAHATI,2019,09,18,2019-09,Wednesday
2019-09-18,SGE-1920/005041,12.0,5.45,3294.73,SGE-1920,Customer 90,MH,MUMBAI,2019,09,18,2019-09,Wednesday
2019-09-20,SGE-1920/005089,48.0,33.02,11421.46,SGE-1920,Customer 53,PB,LUDHIANA,2019,09,20,2019-09,Friday
2019-09-23,DD-1920/000203,700.0,0.0,119000.0,DD-1920,Customer 46,GJ,BHARUCH,2019,09,23,2019-09,Monday
2019-09-23,DD-1920/000203,100.0,0.0,17000.0,DD-1920,Customer 46,GJ,BHARUCH,2019,09,23,2019-09,Monday
2019-09-24,SGE-1920/005196,24.0,21.83,6939.4,SGE-1920,Customer 147,HR,BAHADURGARH,2019,09,24,2019-09,Tuesday
2019-09-24,SGE-1920/005213,12.0,8.23,3597.2,SGE-1920,Customer 96,KA,BANGALORE,2019,09,24,2019-09,Tuesday
2019-09-24,SGE-1920/005220,48.0,39.88,11421.46,SGE-1920,Customer 53,PB,LUDHIANA,2019,09,24,2019-09,Tuesday
2019-09-25,SGE-1920/005224,1032.0,795.36,202272.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,09,25,2019-09,Wednesday
2019-09-26,SGE-1920/005276,24.0,16.61,6969.6,SGE-1920,Customer 201,MH,KOLHAPUR,2019,09,26,2019-09,Thursday
2019-09-30,SGE-1920/005452,36.0,24.37,10373.62,SGE-1920,Customer 55,TS,GODAVARIKHANI,2019,09,30,2019-09,Monday
2019-09-30,DD-1920/000218,294.0,0.0,49980.0,DD-1920,Customer 130,DN,SILVASSA,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005454,4.0,1.6,951.79,SGE-1920,Customer 53,PB,LUDHIANA,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005582,48.0,41.48,12962.88,SGE-1920,Customer 29,AP,VIJAYWADA,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005482,1032.0,810.36,202272.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005635,72.0,55.88,21583.2,SGE-1920,Customer 96,KA,BANGALORE,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005432,504.0,394.83,100800.0,SGE-1920,Customer 136,DN,SILVASSA,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005466,1.0,0.0,149.89,SGE-1920,Customer 43,KA,BANGLORE,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005481,32.0,18.0,8360.42,SGE-1920,Customer 98,HR,PANIPAT,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005374,504.0,394.83,100800.0,SGE-1920,Customer 22,GJ,VADODARA,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005487,16.0,8.26,4796.27,SGE-1920,Customer 35,MH,PUNE,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005371,504.0,394.83,100800.0,SGE-1920,Customer 13,GJ,VAPI,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005394,504.0,394.83,100800.0,SGE-1920,Customer 141,CT,RAIPUR,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005585,48.0,37.78,9408.0,SGE-1920,Customer 202,KA,BANHATTI,2019,09,30,2019-09,Monday
2019-09-30,SGE-1920/005588,60.0,50.3,15675.79,SGE-1920,Customer 203,GJ,AHMEDABAD,2019,09,30,2019-09,Monday
2019-09-30,DD-1920/000220,125.0,0.0,21250.0,DD-1920,Customer 101,MH,RAIGAD,2019,09,30,2019-09,Monday
2019-10-01,SGE-1819/9599,180.0,0.0,25848.0,SGE-1819,Customer 110,HR,GURGAON,2019,10,01,2019-10,Tuesday
2019-10-05,SGE-1920/001027,12.0,8.64,3489.31,SGE-1920,Customer 35,MH,PUNE,2019,10,05,2019-10,Saturday
2019-10-06,SGE-1920/001933,1008.0,768.47,197568.0,SGE-1920,Customer 24,GJ,BHARUCH,2019,10,06,2019-10,Sunday
2019-10-06,SGE-1920/001940,1.0,0.0,149.89,SGE-1920,Customer 175,MH,JALGAON,2019,10,06,2019-10,Sunday
2019-10-14,SGE-1920/005803,504.0,394.83,100800.0,SGE-1920,Customer 19,PB,JALANDHAR CITY,2019,10,14,2019-10,Monday
2019-10-16,SGE-1920/005862,504.0,282.0,100800.0,SGE-1920,Customer 74,GJ,GANDHIDHAM,2019,10,16,2019-10,Wednesday
2019-10-16,SGE-1920/005864,1008.0,785.47,197568.0,SGE-1920,Customer 42,MH,RAIGAD,2019,10,16,2019-10,Wednesday
2019-10-16,SGE-1920/005863,336.0,257.89,67200.0,SGE-1920,Customer 61,MH,PALGHAR,2019,10,16,2019-10,Wednesday
2019-10-16,SGE-1920/005852,168.0,131.94,33600.0,SGE-1920,Customer 207,MH,PALGHAR,2019,10,16,2019-10,Wednesday
2019-10-18,SGE-1920/005928,108.0,87.75,29166.48,SGE-1920,Customer 32,CH,CHANDIGARH,2019,10,18,2019-10,Friday
2019-10-19,SGE-1920/005938,12.0,14.97,2855.36,SGE-1920,Customer 53,PB,LUDHIANA,2019,10,19,2019-10,Saturday
2019-10-19,DD-1920/000234,300.0,0.0,48312.0,DD-1920,Customer 25,GJ,JAMNAGAR,2019,10,19,2019-10,Saturday
2019-10-19,SGE-1920/005946,504.0,191.04,100800.0,SGE-1920,Customer 11,WB,KOLKATTA,2019,10,19,2019-10,Saturday
2019-10-22,SGE-1920/005961,600.0,469.8,120000.0,SGE-1920,Customer 37,UT,HARIDWAR,2019,10,22,2019-10,Tuesday
2019-10-24,SGE-1920/006046,24.0,11.49,6412.82,SGE-1920,Customer 91,OR,ROURKELA,2019,10,24,2019-10,Thursday
2019-10-26,SGE-1920/006085,12.0,7.78,3597.2,SGE-1920,Customer 90,MH,MUMBAI,2019,10,26,2019-10,Saturday
2019-10-26,SGE-1920/006106,12.0,6.41,3240.72,SGE-1920,Customer 53,PB,LUDHIANA,2019,10,26,2019-10,Saturday
2019-10-31,DD-1920/000246,50.0,0.0,8500.0,DD-1920,Customer 46,GJ,BHARUCH,2019,10,31,2019-10,Thursday
2019-10-31,DD-1920/000249,20.0,0.0,3400.0,DD-1920,Customer 65,GJ,VADODARA,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006416,1008.0,773.47,197568.0,SGE-1920,Customer 24,GJ,BHARUCH,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006206,48.0,25.93,11421.46,SGE-1920,Customer 53,PB,LUDHIANA,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006302,505.0,390.04,101000.0,SGE-1920,Customer 95,TN,CHENNAI,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006386,36.0,24.01,11407.33,SGE-1920,Customer 48,UP,SONEBHANDRA,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006322,180.0,0.0,25848.0,SGE-1920,Customer 110,HR,GURGAON,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006250,1512.0,1096.57,296352.0,SGE-1920,Customer 21,GJ,BHARUCH,2019,10,31,2019-10,Thursday
