Date_label,sum_QTY_label,sum_QTY_before,Month,EMA30,EMA7,WeekDay_Friday,WeekDay_Monday,WeekDay_Saturday,WeekDay_Thursday,WeekDay_Tuesday,WeekDay_Wednesday
2019-12-06,342.0,1008.0,12.0,949.4382379813161,1565.939715081202,1.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,100.0,342.0,12.0,910.2486704039018,1259.9547863109012,0.0,0.0,0.0,1.0,0.0,0.0
2019-12-13,470.0,100.0,12.0,857.9745578484107,969.9660897331759,1.0,0.0,0.0,0.0,0.0,0.0
2019-12-17,263.0,470.0,12.0,832.943939068511,844.9745672998819,0.0,0.0,0.0,0.0,1.0,0.0
2019-12-18,448.0,263.0,12.0,796.1733594073129,699.4809254749114,0.0,0.0,0.0,0.0,0.0,1.0
2019-12-19,40.0,448.0,12.0,773.710560341992,636.6106941061835,0.0,0.0,0.0,1.0,0.0,0.0
2019-12-21,1512.0,40.0,12.0,726.3743918384687,487.4580205796376,0.0,0.0,1.0,0.0,0.0,0.0
2019-12-23,4.0,1512.0,12.0,777.0599182713971,743.5935154347281,0.0,1.0,0.0,0.0,0.0,0.0
2019-12-26,100.0,4.0,12.0,727.1850817731249,558.695136576046,0.0,0.0,0.0,1.0,0.0,0.0
2019-12-27,180.0,100.0,12.0,686.7215257868567,444.0213524320345,1.0,0.0,0.0,0.0,0.0,0.0
2019-12-28,48.0,180.0,12.0,654.0298126896661,378.01601432402583,0.0,0.0,1.0,0.0,0.0,0.0
2019-12-31,2401.0,48.0,12.0,614.931113132018,295.51201074301935,0.0,0.0,0.0,0.0,1.0,0.0
