InvoiceDate,InvoiceId,SalesUNit,Qty,NetWeight,CustomerName,LineAmount1,Freight,City,State,ItemName,ProductCategory
21-12-2019,DD-1920/000307,BKT,25,500,Customer 46,201010,0,BHARUCH,GJ,Item 1,Category 1
21-12-2019,SGE-1920/007591,CAN,504,209.16,Customer 154,123480,413.42,AHMEDABAD,GJ,Item 5,Category 3
21-12-2019,SGE-1920/007588,CAN,1008,418.32,Customer 13,208656,787,VAPI,GJ,Item 5,Category 3
23-12-2019,SGE-1920/007614,BKT,25,500,Customer 108,325600,868.62,BELLARY,KA,Item 1,Category 1
23-12-2019,SGE-1920/007613,CAN,4,1.66,Customer 217,800,2,RAIPUR,CT,Item 5,Category 3
26-12-2019,DD-1920/000312,CAN,100,41.5,Customer 183,16104,0,MUMBAI,MH,Item 5,Category 3
26-12-2019,SGE-1920/007681,KIT,5,90,Customer 74,44724.68,109.34,GANDHIDHAM,GJ,Item 4,Category 2
26-12-2019,SGE-1920/007696,SET,6,144,Customer 154,143069.41,307.46,AHMEDABAD,GJ,Item 2,Category 2
26-12-2019,SGE-1920/007696,SET,1,24,Customer 154,24647.04,52.96,AHMEDABAD,GJ,Item 3,Category 2
26-12-2019,SGE-1920/007674,BKT,15,300,Customer 4,165300.96,923.02,JAIPUR,RJ,Item 1,Category 1
26-12-2019,SGE-1920/007674,SET,1,24,Customer 4,25335.34,141.47,JAIPUR,RJ,Item 2,Category 2
27-12-2019,SGE-1920/007714,BKT,8,160,Customer 17,56376,228.63,SONEBHANDRA,UP,Item 1,Category 1
27-12-2019,SGE-1920/007724,CAN,180,74.7,Customer 5,30523.5,107.17,GURGAON,HR,Item 5,Category 3
27-12-2019,SGE-1920/007710,BKT,25,500,Customer 182,320166,693.82,ADITYAPUR,JH,Item 1,Category 1
28-12-2019,SGE-1920/007729,CAN,48,19.92,Customer 188,13611.02,14.16,NEW DELHI,DL,Item 5,Category 3
31-12-2019,DD-1920/000324,BKT,160,3200,Customer 46,1286464,0,BHARUCH,GJ,Item 1,Category 1
31-12-2019,SGE-1920/007986,SET,7,168,Customer 140,172099.07,374.11,HARIHAR,KA,Item 2,Category 2
31-12-2019,SGE-1920/007986,SET,12,288,Customer 140,323566.85,703.37,HARIHAR,KA,Item 3,Category 2
31-12-2019,SGE-1920/008136,SET,9,216,Customer 131,243083.68,521.54,MURSHEDABAD,WB,Item 2,Category 2
31-12-2019,SGE-1920/007845,BKT,1,20,Customer 24,6370,22,BHARUCH,GJ,Item 1,Category 1
31-12-2019,SGE-1920/008032,SET,8,192,Customer 75,196684.65,468.79,JHARSUGUDA,OR,Item 2,Category 2
31-12-2019,SGE-1920/007990,SET,16,384,Customer 75,393369.29,845.9,JHARSUGUDA,OR,Item 2,Category 2
31-12-2019,SGE-1920/007983,BKT,10,200,Customer 52,59166,61.53,MUMBAI,MH,Item 1,Category 1
31-12-2019,SGE-1920/008046,CAN,72,29.88,Customer 53,17132.18,72.17,LUDHIANA,PB,Item 5,Category 3
31-12-2019,SGE-1920/008103,SET,29,696,Customer 56,690877.44,1510.51,AHMEDABAD,GJ,Item 3,Category 2
31-12-2019,SGE-1920/007932,BKT,1,20,Customer 165,12427.36,34.92,KANPUR,UP,Item 1,Category 1
31-12-2019,SGE-1920/007818,BKT,50,1000,Customer 88,566720,3457.33,BILASPUR,CT,Item 1,Category 1
31-12-2019,SGE-1920/007880,CAN,504,209.16,Customer 64,108786.89,399.14,SECUNDRABAD,TS,Item 5,Category 3
31-12-2019,SGE-1920/008091,CAN,100,41.5,Customer 17,25649.34,68.41,SONEBHANDRA,UP,Item 5,Category 3
31-12-2019,SGE-1920/008070,SET,1,24,Customer 4,27116.39,98.9,JAIPUR,RJ,Item 2,Category 2
31-12-2019,SGE-1920/008070,BKT,4,80,Customer 4,47192.64,172.12,JAIPUR,RJ,Item 1,Category 1
31-12-2019,SGE-1920/007961,CAN,1000,415,Customer 4,200000,770,JAIPUR,RJ,Item 5,Category 3
31-12-2019,SGE-1920/008109,CAN,60,24.9,Customer 32,17981.04,44.82,CHANDIGARH,CH,Item 5,Category 3
31-12-2019,SGE-1920/008096,BKT,50,1000,Customer 77,492800,1349.91,JAMSHEDPUR,JH,Item 1,Category 1
31-12-2019,SGE-1920/008132,CAN,50,20.75,Customer 77,16382.52,32.47,JAMSHEDPUR,JH,Item 5,Category 3
31-12-2019,SGE-1920/007912,BKT,15,300,Customer 77,147840,471.75,JAMSHEDPUR,JH,Item 1,Category 1
31-12-2019,SGE-1920/007844,BKT,5,100,Customer 40,52240.32,160.33,HYDERABAD,TS,Item 1,Category 1
31-12-2019,SGE-1920/008006,SET,5,120,Customer 40,152756.74,311.19,HYDERABAD,TS,Item 2,Category 2
31-12-2019,SGE-1920/008024,CAN,504,209.16,Customer 40,123480,390.47,HYDERABAD,TS,Item 5,Category 3
31-12-2019,SGE-1920/007924,BKT,3,60,Customer 33,19800,84.59,BHILWARA,RJ,Item 1,Category 1
31-12-2019,SGE-1920/007888,BKT,2,40,Customer 149,24309.12,72.44,KUTCH,GJ,Item 1,Category 1
31-12-2019,SGE-1920/007888,KIT,8,144,Customer 149,53669.65,159.94,KUTCH,GJ,Item 4,Category 2
31-12-2019,SGE-1920/007843,KIT,20,360,Customer 158,105600,494.82,BANGLORE,KA,Item 4,Category 2
31-12-2019,SGE-1920/007982,BKT,25,500,Customer 92,174000,710.96,LUCKNOW,UP,Item 1,Category 1
31-12-2019,SGE-1920/007819,CAN,27,11.21,Customer 98,7054.11,16,PANIPAT,HR,Item 5,Category 3
31-12-2019,SGE-1920/007984,BKT,1,20,Customer 58,3960,12.89,TRICHY,TN,Item 1,Category 1
31-12-2019,SGE-1920/007838,CAN,20,8.3,Customer 218,5225.26,8.51,OSMANABAD,MH,Item 5,Category 3
31-12-2019,SGE-1920/007967,BKT,125,2500,Customer 108,351500,0,BELLARY,KA,Item 1,Category 1
31-12-2019,SGE-1920/007943,BKT,25,500,Customer 182,320166,862.97,ADITYAPUR,JH,Item 1,Category 1
31-12-2019,SGE-1920/007866,CAN,24,9.96,Customer 147,5880,16.18,BAHADURGARH,HR,Item 5,Category 3
31-12-2019,SGE-1920/008073,SET,15,360,Customer 181,402336,1320.03,JAMSHEDPUR,JH,Item 2,Category 2
31-12-2019,SGE-1920/007972,SET,20,480,Customer 181,536448,1158.44,JAMSHEDPUR,JH,Item 2,Category 2
31-12-2019,SGE-1920/008134,CAN,24,9.96,Customer 201,5832,10.88,KOLHAPUR,MH,Item 5,Category 3
31-12-2019,SGE-1920/008086,CAN,12,4.98,Customer 215,3135.05,6.31,JHANSI,UP,Item 5,Category 3
31-12-2019,SGE-1920/007997,CAN,4,1.66,Customer 217,800,1.56,RAIPUR,CT,Item 5,Category 3
