InvoiceDate,InvoiceId,SalesUNit,Qty,NetWeight,CustomerName,LineAmount1,Freight,City,State,ItemName,ProductCategory
02-06-2018,DD-1819/173,BKT,2,40,Customer 1,14768.4,0,JAMNAGAR,GJ,Item 1,Category 1
02-06-2018,DD-1819/167,BKT,150,3000,Customer 2,660000,0,HALDIA,WB,Item 1,Category 1
02-06-2018,SGE-1819/2172,SET,2,48,Customer 3,51041.28,106.41,RUDRAPUR,UT,Item 2,Category 2
04-06-2018,SGE-1819/2214,SET,7,168,Customer 4,191618.33,426.74,JAIPUR,RJ,Item 3,Category 2
04-06-2018,SGE-1819/2238,BKT,1,20,Customer 5,11905.42,35.38,GURGAON,HR,Item 1,Category 1
05-06-2018,SGE-1819/2268,KIT,2,36,Customer 5,13144.98,63.67,GURGAON,HR,Item 4,Category 2
05-06-2018,SGE-1819/2271,BKT,2,40,Customer 6,20269.44,0,KOLKATA,WB,Item 1,Category 1
06-06-2018,SGE-1819/2285,BKT,61,1220,Customer 7,668823.64,2035.58,GOA,GA,Item 1,Category 1
07-06-2018,SGE-1819/2297,BKT,24,480,Customer 8,247119.36,0,New Delhi,DL,Item 1,Category 1
07-06-2018,SGE-1819/2300,BKT,1,20,Customer 9,6804,22,ANGUL,OR,Item 1,Category 1
08-06-2018,SGE-1819/2316,CAN,504,209.16,Customer 10,97776,401.69,MUMBAI,MH,Item 5,Category 3
08-06-2018,SGE-1819/2324,CAN,504,209.16,Customer 11,97776,356.69,KOLKATTA,WB,Item 5,Category 3
08-06-2018,SGE-1819/2323,CAN,1008,418.32,Customer 12,189504,707.08,NASHIK,MH,Item 5,Category 3
08-06-2018,SGE-1819/2317,CAN,1008,418.32,Customer 13,189504,707.08,VAPI,GJ,Item 5,Category 3
08-06-2018,SGE-1819/2327,CAN,48,19.92,Customer 14,12794.54,37.31,RAJKOT,GJ,Item 5,Category 3
08-06-2018,SGE-1819/2325,CAN,1008,418.32,Customer 15,189504,707.08,JAMSHEDPUR,JH,Item 5,Category 3
08-06-2018,SGE-1819/2309,KIT,1,18,Customer 7,5977.6,50,GOA,GA,Item 4,Category 2
09-06-2018,SGE-1819/2341,CAN,432,179.28,Customer 16,83808,325.16,BHOPAL,MP,Item 5,Category 3
09-06-2018,SGE-1819/2340,CAN,252,104.58,Customer 17,63972.72,206.53,SONEBHANDRA,UP,Item 5,Category 3
09-06-2018,SGE-1819/2339,CAN,2016,836.64,Customer 4,379008,1504.17,JAIPUR,RJ,Item 5,Category 3
09-06-2018,SGE-1819/2338,CAN,504,209.16,Customer 4,94752,373.54,JAIPUR,RJ,Item 5,Category 3
09-06-2018,SGE-1819/2334,KIT,8,144,Customer 18,37884,74.4,BHIWADI,RJ,Item 4,Category 2
11-06-2018,SGE-1819/2373,CAN,504,209.16,Customer 19,97776,361.69,JALANDHAR CITY,PB,Item 5,Category 3
11-06-2018,SGE-1819/2361,CAN,504,209.16,Customer 20,97776,366.69,AHMEDABAD,GJ,Item 5,Category 3
11-06-2018,SGE-1819/2387,CAN,500,207.5,Customer 13,94000,357.76,VAPI,GJ,Item 5,Category 3
11-06-2018,SGE-1819/2372,CAN,1008,418.32,Customer 21,189504,712.08,BHARUCH,GJ,Item 5,Category 3
11-06-2018,SGE-1819/2386,CAN,504,209.16,Customer 22,97776,361.69,VADODARA,GJ,Item 5,Category 3
11-06-2018,SGE-1819/2405,CAN,24,9.96,Customer 23,6287.04,11.21,KAKINADA,AP,Item 5,Category 3
12-06-2018,SGE-1819/2441,CAN,1008,418.32,Customer 24,189504,717.08,BHARUCH,GJ,Item 5,Category 3
13-06-2018,DD-1819/190,CAN,200,83,Customer 25,31362,0,JAMNAGAR,GJ,Item 5,Category 3
13-06-2018,DD-1819/189,CAN,100,41.5,Customer 26,15682,0,JAMNAGAR,GJ,Item 5,Category 3
13-06-2018,SGE-1819/2455,CAN,12,4.98,Customer 27,3046.32,6,AURANGABAD,MH,Item 5,Category 3
14-06-2018,SGE-1819/2497,CAN,72,29.88,Customer 28,18887.18,59.64,BALLABHGARH,HR,Item 5,Category 3
15-06-2018,SGE-1819/2531,CAN,48,19.92,Customer 29,12574.08,39.93,VIJAYWADA,AP,Item 5,Category 3
16-06-2018,DD-1819/195,CAN,24,9.96,Customer 30,3763.44,0,AHMEDABAD,GJ,Item 5,Category 3
16-06-2018,DD-1819/195,CAN,90,37.35,Customer 30,14112.9,0,AHMEDABAD,GJ,Item 5,Category 3
16-06-2018,DD-1819/195,CAN,1,0.42,Customer 30,156.81,0,AHMEDABAD,GJ,Item 5,Category 3
16-06-2018,DD-1819/195,CAN,50,20.75,Customer 30,7840.5,0,AHMEDABAD,GJ,Item 5,Category 3
16-06-2018,SGE-1819/2564,CAN,12,4.98,Customer 31,3046.32,6.02,BALLARPUR,MH,Item 5,Category 3
16-06-2018,SGE-1819/2580,CAN,60,24.9,Customer 32,15231.6,49.84,CHANDIGARH,CH,Item 5,Category 3
18-06-2018,SGE-1819/2670,CAN,504,209.16,Customer 16,97776,361.69,BHOPAL,MP,Item 5,Category 3
18-06-2018,SGE-1819/2671,CAN,2016,836.64,Customer 4,379008,1444.17,JAIPUR,RJ,Item 5,Category 3
18-06-2018,SGE-1819/2664,SET,9,216,Customer 33,209301.15,445.97,BHILWARA,RJ,Item 2,Category 2
18-06-2018,SGE-1819/2659,SET,6,144,Customer 34,139964.76,337.63,24-PARGANAS (NORTH),WB,Item 2,Category 2
18-06-2018,SGE-1819/2667,SET,6,144,Customer 6,116928,290.07,KOLKATA,WB,Item 3,Category 2
18-06-2018,SGE-1819/2677,CAN,12,4.98,Customer 35,3489.31,7,PUNE,MH,Item 5,Category 3
19-06-2018,DD-1819/199,BKT,40,800,Customer 36,444000,0,LUCKNOW,UP,Item 1,Category 1
19-06-2018,SGE-1819/2693,CAN,504,209.16,Customer 37,97776,371.69,HARIDWAR,UT,Item 5,Category 3
19-06-2018,SGE-1819/2737,BKT,5,100,Customer 4,52062.4,169.14,JAIPUR,RJ,Item 1,Category 1
19-06-2018,SGE-1819/2708,CAN,384,159.36,Customer 38,74496,272.48,GHAZIABAD,UP,Item 5,Category 3
19-06-2018,SGE-1819/2711,CAN,30,12.45,Customer 39,7425.41,18,MEERUT,UP,Item 5,Category 3
19-06-2018,SGE-1819/2720,CAN,9,3.74,Customer 40,2475.14,6,HYDERABAD,TS,Item 5,Category 3
19-06-2018,SGE-1819/2726,CAN,4,1.66,Customer 41,1127.14,2,JAMNAGAR,GJ,Item 5,Category 3
19-06-2018,SGE-1819/2734,CAN,1008,418.32,Customer 42,189504,752.08,RAIGAD,MH,Item 5,Category 3
19-06-2018,SGE-1819/2729,BKT,25,500,Customer 43,238966.2,899.45,BANGLORE,KA,Item 1,Category 1
19-06-2018,SGE-1819/2727,CAN,18,7.47,Customer 44,4872.46,0,VISAKHAPATNAM,AP,Item 5,Category 3
19-06-2018,SGE-1819/2724,BKT,20,400,Customer 45,180400,637.62,JAMSHEDPUR,JH,Item 1,Category 1
19-06-2018,SGE-1819/2723,SET,4,96,Customer 45,80640,207.3,JAMSHEDPUR,JH,Item 2,Category 2
20-06-2018,DD-1819/202,CAN,30,12.45,Customer 46,4704.3,0,BHARUCH,GJ,Item 5,Category 3
20-06-2018,DD-1819/202,CAN,49,20.34,Customer 46,7683.69,0,BHARUCH,GJ,Item 5,Category 3
20-06-2018,DD-1819/202,CAN,115,47.73,Customer 46,18033.15,0,BHARUCH,GJ,Item 5,Category 3
20-06-2018,SGE-1819/2785,BKT,1,20,Customer 47,12214.78,34.8,KUTCH,GJ,Item 1,Category 1
20-06-2018,SGE-1819/2766,CAN,50,20.75,Customer 48,12693,43.2,SONEBHANDRA,UP,Item 5,Category 3
20-06-2018,SGE-1819/2793,SET,17,408,Customer 49,347746.05,831.07,BILASPUR,CT,Item 3,Category 2
20-06-2018,SGE-1819/2748,BKT,1,20,Customer 50,11106.56,33.55,BHUBANESWAR,OR,Item 1,Category 1
20-06-2018,SGE-1819/2762,CAN,12,4.98,Customer 35,3489.31,0,PUNE,MH,Item 5,Category 3
21-06-2018,DD-1819/206,CAN,150,62.25,Customer 51,23523,0,VADODARA,GJ,Item 5,Category 3
21-06-2018,DD-1819/206,CAN,150,62.25,Customer 51,23521.5,0,VADODARA,GJ,Item 5,Category 3
21-06-2018,SGE-1819/2853,SET,8,192,Customer 52,175718.4,424.71,MUMBAI,MH,Item 2,Category 2
21-06-2018,SGE-1819/2841,CAN,1008,418.32,Customer 10,189504,707.08,MUMBAI,MH,Item 5,Category 3
21-06-2018,SGE-1819/2842,CAN,120,49.8,Customer 10,22560,83.46,MUMBAI,MH,Item 5,Category 3
21-06-2018,SGE-1819/2814,CAN,24,9.96,Customer 53,5710.73,0,LUDHIANA,PB,Item 5,Category 3
21-06-2018,SGE-1819/2833,BKT,5,100,Customer 53,45675,162.5,LUDHIANA,PB,Item 1,Category 1
21-06-2018,SGE-1819/2819,CAN,50,20.75,Customer 48,12904.55,43.42,SONEBHANDRA,UP,Item 5,Category 3
21-06-2018,SGE-1819/2851,BKT,91,1820,Customer 54,312312,2334.8,Chandrapur,MH,Item 1,Category 1
21-06-2018,SGE-1819/2810,CAN,150,62.25,Customer 5,24576.3,84.32,GURGAON,HR,Item 5,Category 3
21-06-2018,SGE-1819/2855,CAN,48,19.92,Customer 55,12185.28,36.67,GODAVARIKHANI,TS,Item 5,Category 3
21-06-2018,SGE-1819/2825,CAN,60,24.9,Customer 55,15231.6,49.84,GODAVARIKHANI,TS,Item 5,Category 3
22-06-2018,DD-1819/214,CAN,50,20.75,Customer 46,7840.5,0,BHARUCH,GJ,Item 5,Category 3
22-06-2018,DD-1819/214,CAN,116,48.14,Customer 46,18189.96,0,BHARUCH,GJ,Item 5,Category 3
22-06-2018,SGE-1819/2918,CAN,12,4.98,Customer 31,3046.32,3.17,BALLARPUR,MH,Item 5,Category 3
22-06-2018,SGE-1819/2872,SET,2,48,Customer 3,51041.28,107.08,RUDRAPUR,UT,Item 2,Category 2
22-06-2018,SGE-1819/2905,CAN,144,59.76,Customer 5,23593.25,65.44,GURGAON,HR,Item 5,Category 3
22-06-2018,SGE-1819/2870,CAN,23,9.55,Customer 5,3768.37,12.85,GURGAON,HR,Item 5,Category 3
23-06-2018,DD-1819/219,CAN,192,79.68,Customer 46,30107.52,0,BHARUCH,GJ,Item 5,Category 3
23-06-2018,SGE-1819/2922,BKT,30,600,Customer 56,263849.76,934.4,AHMEDABAD,GJ,Item 1,Category 1
23-06-2018,SGE-1819/2950,KIT,40,720,Customer 17,214605.44,2082.14,SONEBHANDRA,UP,Item 4,Category 2
25-06-2018,SGE-1819/2967,SET,5,120,Customer 49,93970.8,217.2,BILASPUR,CT,Item 2,Category 2
25-06-2018,SGE-1819/2980,BKT,484,9680,Customer 54,1661088,12227.53,Chandrapur,MH,Item 1,Category 1
25-06-2018,SGE-1819/2993,BKT,2,40,Customer 57,15770,56.4,AHMEDABAD,GJ,Item 1,Category 1
26-06-2018,DD-1819/225,BKT,15,300,Customer 46,110763,0,BHARUCH,GJ,Item 1,Category 1
26-06-2018,DD-1819/224,CAN,85,35.28,Customer 46,13328.85,0,BHARUCH,GJ,Item 5,Category 3
26-06-2018,DD-1819/226,BKT,60,1200,Customer 46,443052,0,BHARUCH,GJ,Item 1,Category 1
26-06-2018,SGE-1819/3032,CAN,380,157.7,Customer 5,62259.96,0,GURGAON,HR,Item 5,Category 3
26-06-2018,SGE-1819/3040,BKT,3,60,Customer 58,38544,106.09,TRICHY,TN,Item 1,Category 1
26-06-2018,SGE-1819/2997,CAN,50,20.75,Customer 59,12693,40.2,KALLETTUMKARA,KL,Item 5,Category 3
27-06-2018,SGE-1819/3060,CAN,20,8.3,Customer 5,3276.84,12,GURGAON,HR,Item 5,Category 3
27-06-2018,SGE-1819/3053,CAN,19,7.89,Customer 5,3113,6.58,GURGAON,HR,Item 5,Category 3
28-06-2018,SGE-1819/3128,BKT,5,100,Customer 60,34860,146.25,CHENNAI,TN,Item 1,Category 1
28-06-2018,SGE-1819/3088,CAN,312,129.48,Customer 61,60528,222.95,PALGHAR,MH,Item 5,Category 3
28-06-2018,SGE-1819/3092,CAN,192,79.68,Customer 61,37248,134.74,PALGHAR,MH,Item 5,Category 3
28-06-2018,SGE-1819/3100,KIT,20,360,Customer 45,82871.5,686.19,JAMSHEDPUR,JH,Item 4,Category 2
28-06-2018,SGE-1819/3135,BKT,10,200,Customer 59,51040,273.08,KALLETTUMKARA,KL,Item 1,Category 1
29-06-2018,SGE-1819/3187,BKT,30,600,Customer 62,125280,790.29,NAGPUR,MH,Item 1,Category 1
29-06-2018,SGE-1819/3172,SET,1,24,Customer 45,10080,39.05,JAMSHEDPUR,JH,Item 2,Category 2
30-06-2018,SGE-1819/3220,BKT,20,400,Customer 63,124500,173.48,VERAVAL,GJ,Item 1,Category 1
30-06-2018,SGE-1819/3261,KIT,100,1800,Customer 5,610610,3635.03,GURGAON,HR,Item 4,Category 2
30-06-2018,SGE-1819/3250,CAN,400,166,Customer 5,65536.8,273.16,GURGAON,HR,Item 5,Category 3
02-07-2018,SGE-1819/3305,KIT,80,1440,Customer 62,416947.84,3433.63,NAGPUR,MH,Item 4,Category 2
03-07-2018,SGE-1819/3336,BKT,2,40,Customer 33,24311.36,69.28,BHILWARA,RJ,Item 1,Category 1
04-07-2018,SGE-1819/3401,CAN,72,29.88,Customer 64,13968,54.53,SECUNDRABAD,TS,Item 5,Category 3
04-07-2018,SGE-1819/3402,CAN,12,4.98,Customer 32,3046.32,7.05,CHANDIGARH,CH,Item 5,Category 3
05-07-2018,SGE-1819/3421,KIT,10,180,Customer 38,56843.12,479.12,GHAZIABAD,UP,Item 4,Category 2
05-07-2018,SGE-1819/3422,BKT,1,20,Customer 38,10296.58,60.71,GHAZIABAD,UP,Item 1,Category 1
05-07-2018,SGE-1819/3431,CAN,12,4.98,Customer 32,3046.32,0,CHANDIGARH,CH,Item 5,Category 3
05-07-2018,SGE-1819/3423,CAN,30,12.45,Customer 49,7615.8,15,BILASPUR,CT,Item 5,Category 3
06-07-2018,DD-1819/270,SET,4,96,Customer 65,96733.44,0,VADODARA,GJ,Item 3,Category 2
06-07-2018,DD-1819/270,SET,15,360,Customer 65,362750.4,0,VADODARA,GJ,Item 3,Category 2
06-07-2018,DD-1819/270,SET,5,120,Customer 65,120916.8,0,VADODARA,GJ,Item 3,Category 2
06-07-2018,DD-1819/270,SET,2,48,Customer 65,48366.72,0,VADODARA,GJ,Item 3,Category 2
06-07-2018,SGE-1819/3461,CAN,24,9.96,Customer 66,6287.04,14,JAMNAGAR,GJ,Item 5,Category 3
06-07-2018,SGE-1819/3489,BKT,6,120,Customer 13,35280,171.69,VAPI,GJ,Item 1,Category 1
06-07-2018,SGE-1819/3463,CAN,12,4.98,Customer 55,3046.32,7,GODAVARIKHANI,TS,Item 5,Category 3
07-07-2018,DD-1819/271,BKT,25,500,Customer 46,184605,0,BHARUCH,GJ,Item 1,Category 1
07-07-2018,SGE-1819/3563,CAN,24,9.96,Customer 67,6092.64,20.34,MEERUT,UP,Item 5,Category 3
07-07-2018,SGE-1819/3567,BKT,1,20,Customer 6,10134.72,0,KOLKATA,WB,Item 1,Category 1
09-07-2018,SGE-1819/3580,CAN,12,4.98,Customer 68,3489.31,7,Pendurthy,AP,Item 5,Category 3
10-07-2018,SGE-1819/3666,KIT,15,270,Customer 69,79039.92,592.2,CHANDIGARH,CH,Item 4,Category 2
10-07-2018,SGE-1819/3678,CAN,2,0.83,Customer 70,563.57,0,JAMSHEDPUR,JH,Item 5,Category 3
11-07-2018,DD-1819/280,CAN,70,29.05,Customer 71,10976.7,0,MUMBAI,MH,Item 5,Category 3
11-07-2018,DD-1819/280,CAN,50,20.75,Customer 71,7840.5,0,MUMBAI,MH,Item 5,Category 3
11-07-2018,DD-1819/281,BKT,5,100,Customer 72,41500,0,SOLAN,HP,Item 1,Category 1
11-07-2018,SGE-1819/3708,BKT,1,20,Customer 47,10393.6,32.81,KUTCH,GJ,Item 1,Category 1
11-07-2018,SGE-1819/3747,KIT,6,108,Customer 73,33723.78,135.07,THANE,MH,Item 4,Category 2
11-07-2018,SGE-1819/3739,BKT,6,120,Customer 73,66631.5,199.3,THANE,MH,Item 1,Category 1
12-07-2018,SGE-1819/3770,KIT,5,90,Customer 74,26059.24,318.37,GANDHIDHAM,GJ,Item 4,Category 2
16-07-2018,SGE-1819/3869,SET,12,288,Customer 8,279451.01,652.23,New Delhi,DL,Item 2,Category 2
17-07-2018,SGE-1819/3921,BKT,26,520,Customer 75,156002.08,734.24,JHARSUGUDA,OR,Item 1,Category 1
17-07-2018,SGE-1819/3897,BKT,14,280,Customer 47,135968,451.41,KUTCH,GJ,Item 1,Category 1
17-07-2018,SGE-1819/3910,SET,7,168,Customer 56,160691.53,367.12,AHMEDABAD,GJ,Item 3,Category 2
17-07-2018,SGE-1819/3915,SET,46,1104,Customer 56,1262976,2553.5,AHMEDABAD,GJ,Item 3,Category 2
18-07-2018,SGE-1819/3959,SET,3,72,Customer 76,91633.68,175.66,MUMBAI,MH,Item 2,Category 2
18-07-2018,SGE-1819/3961,SET,1,24,Customer 21,25637.41,53.49,BHARUCH,GJ,Item 2,Category 2
18-07-2018,SGE-1819/3952,BKT,1,20,Customer 18,10273.6,32.68,BHIWADI,RJ,Item 1,Category 1
19-07-2018,DD-1819/293,BKT,60,1200,Customer 1,443052,0,JAMNAGAR,GJ,Item 1,Category 1
19-07-2018,SGE-1819/4014,BKT,13,260,Customer 47,126256,421.31,KUTCH,GJ,Item 1,Category 1
19-07-2018,SGE-1819/4008,BKT,4,80,Customer 4,42170.54,131.86,JAIPUR,RJ,Item 1,Category 1
19-07-2018,SGE-1819/3998,SET,4,96,Customer 49,80188.42,187.52,BILASPUR,CT,Item 2,Category 2
20-07-2018,SGE-1819/4033,SET,11,264,Customer 75,269453.18,591.92,JHARSUGUDA,OR,Item 2,Category 2
20-07-2018,SGE-1819/4024,SET,4,96,Customer 4,96899.07,205.78,JAIPUR,RJ,Item 2,Category 2
20-07-2018,SGE-1819/4074,SET,7,168,Customer 77,167215.1,369.25,JAMSHEDPUR,JH,Item 2,Category 2
20-07-2018,SGE-1819/4034,SET,13,312,Customer 57,252439.2,602.54,AHMEDABAD,GJ,Item 2,Category 2
20-07-2018,SGE-1819/4049,BKT,2,40,Customer 5,25190.4,70.2,GURGAON,HR,Item 1,Category 1
21-07-2018,DD-1819/294,BKT,65,1300,Customer 78,479973,0,SURAT,GJ,Item 1,Category 1
23-07-2018,SGE-1819/4127,SET,2,48,Customer 79,38079.84,91.6,VADODARA,GJ,Item 2,Category 2
28-07-2018,SGE-1819/4292,BKT,20,400,Customer 63,132800,578.11,VERAVAL,GJ,Item 1,Category 1
28-07-2018,SGE-1819/4205,BKT,10,200,Customer 80,96480,320.34,RAIPUR,CT,Item 1,Category 1
28-07-2018,SGE-1819/4204,SET,10,240,Customer 80,223488,604.7,RAIPUR,CT,Item 2,Category 2
29-07-2018,DD-1819/318,SET,10,240,Customer 81,298598.4,0,JAMSHEDPUR,JH,Item 2,Category 2
29-07-2018,SGE-1819/4312,SET,8,192,Customer 48,204165.12,422.01,SONEBHANDRA,UP,Item 2,Category 2
31-07-2018,SGE-1819/4431,SET,29,696,Customer 82,731774.4,1546.05,DELHI,DL,Item 3,Category 2
31-07-2018,SGE-1819/4382,SET,16,384,Customer 63,357288.96,797.5,VERAVAL,GJ,Item 2,Category 2
31-07-2018,SGE-1819/4379,BKT,1,20,Customer 69,9152,31.52,CHANDIGARH,CH,Item 1,Category 1
31-07-2018,SGE-1819/4423,KIT,47,846,Customer 5,286986.7,1998.47,GURGAON,HR,Item 4,Category 2
31-07-2018,SGE-1819/4403,CAN,9,3.74,Customer 44,2878.65,0,VISAKHAPATNAM,AP,Item 5,Category 3
31-07-2018,SGE-1819/4415,SET,1,24,Customer 45,20160,55.88,JAMSHEDPUR,JH,Item 2,Category 2
02-08-2018,SGE-1819/4470,SET,4,96,Customer 4,95702.78,207.53,JAIPUR,RJ,Item 2,Category 2
03-08-2018,SGE-1819/4514,SET,3,72,Customer 79,57119.76,0,VADODARA,GJ,Item 2,Category 2
03-08-2018,SGE-1819/4499,SET,12,288,Customer 83,286654.46,640.45,RANCHI,JH,Item 2,Category 2
07-08-2018,DD-1819/343,BKT,32,640,Customer 84,107520,0,BELLARY,KA,Item 1,Category 1
07-08-2018,SGE-1819/4653,BKT,1,20,Customer 85,6720,21,JAJPUR,OR,Item 1,Category 1
08-08-2018,SGE-1819/4666,KIT,10,180,Customer 86,56050,927.21,INDORE,MP,Item 4,Category 2
09-08-2018,DD-1819/346,BKT,35,700,Customer 36,388500,0,LUCKNOW,UP,Item 1,Category 1
10-08-2018,DD-1819/348,CAN,50,20.75,Customer 1,7840.5,0,JAMNAGAR,GJ,Item 5,Category 3
10-08-2018,SGE-1819/4749,SET,8,192,Customer 49,160376.83,374.45,BILASPUR,CT,Item 2,Category 2
14-08-2018,SGE-1819/4854,BKT,12,240,Customer 87,113280,348.21,BELGAUM,KA,Item 1,Category 1
14-08-2018,SGE-1819/4855,BKT,10,200,Customer 52,59166,0,MUMBAI,MH,Item 1,Category 1
14-08-2018,SGE-1819/4845,SET,4,96,Customer 88,102376.7,220.61,BILASPUR,CT,Item 3,Category 2
14-08-2018,SGE-1819/4835,SET,9,216,Customer 4,224636.39,469,JAIPUR,RJ,Item 2,Category 2
14-08-2018,SGE-1819/4848,KIT,16,288,Customer 38,101120,605.16,GHAZIABAD,UP,Item 4,Category 2
16-08-2018,SGE-1819/4887,SET,6,144,Customer 89,143424,304.89,AHMEDABAD,GJ,Item 2,Category 2
16-08-2018,SGE-1819/4867,SET,2,48,Customer 90,52634.88,108.17,MUMBAI,MH,Item 2,Category 2
16-08-2018,SGE-1819/4865,BKT,75,1500,Customer 56,659624.4,2336.01,AHMEDABAD,GJ,Item 1,Category 1
16-08-2018,SGE-1819/4886,SET,23,552,Customer 77,549421.06,1166.4,JAMSHEDPUR,JH,Item 2,Category 2
16-08-2018,SGE-1819/4898,BKT,50,1000,Customer 91,352000,1292.9,ROURKELA,OR,Item 1,Category 1
17-08-2018,SGE-1819/4905,SET,1,24,Customer 40,25818.24,64.55,HYDERABAD,TS,Item 2,Category 2
17-08-2018,SGE-1819/4899,SET,4,96,Customer 33,118237.44,224.55,BHILWARA,RJ,Item 3,Category 2
17-08-2018,SGE-1819/4919,BKT,15,300,Customer 45,135300,748.46,JAMSHEDPUR,JH,Item 1,Category 1
17-08-2018,SGE-1819/4919,KIT,20,360,Customer 45,82871.5,458.44,JAMSHEDPUR,JH,Item 4,Category 2
18-08-2018,SGE-1819/4971,CAN,1008,418.32,Customer 74,189504,505,GANDHIDHAM,GJ,Item 5,Category 3
18-08-2018,SGE-1819/4965,BKT,62,1240,Customer 66,246140,0,JAMNAGAR,GJ,Item 1,Category 1
18-08-2018,SGE-1819/4951,BKT,10,200,Customer 92,92466.34,1065.71,LUCKNOW,UP,Item 1,Category 1
20-08-2018,SGE-1819/5040,CAN,1008,418.32,Customer 24,189504,837.08,BHARUCH,GJ,Item 5,Category 3
20-08-2018,SGE-1819/5046,CAN,48,19.92,Customer 87,12185.28,36.67,BELGAUM,KA,Item 5,Category 3
20-08-2018,SGE-1819/5031,CAN,504,209.16,Customer 37,97776,353.69,HARIDWAR,UT,Item 5,Category 3
20-08-2018,SGE-1819/5043,CAN,24,9.96,Customer 93,6287.04,15,GWALIOR,MP,Item 5,Category 3
20-08-2018,SGE-1819/5051,CAN,144,59.76,Customer 53,34264.37,107.63,LUDHIANA,PB,Item 5,Category 3
20-08-2018,SGE-1819/5050,CAN,24,9.96,Customer 86,6287.04,12,INDORE,MP,Item 5,Category 3
20-08-2018,SGE-1819/5039,CAN,504,209.16,Customer 94,97776,401.69,MULUND,MH,Item 5,Category 3
20-08-2018,SGE-1819/4994,CAN,700,290.5,Customer 95,135800,491.23,CHENNAI,TN,Item 5,Category 3
20-08-2018,SGE-1819/5026,BKT,10,200,Customer 17,66400,288.11,SONEBHANDRA,UP,Item 1,Category 1
20-08-2018,SGE-1819/4993,CAN,4032,1673.28,Customer 4,758016,2808.34,JAIPUR,RJ,Item 5,Category 3
20-08-2018,SGE-1819/5036,CAN,1008,418.32,Customer 4,189504,702.08,JAIPUR,RJ,Item 5,Category 3
20-08-2018,SGE-1819/5049,CAN,504,209.16,Customer 63,97776,353.69,VERAVAL,GJ,Item 5,Category 3
20-08-2018,SGE-1819/5047,CAN,48,19.92,Customer 96,13957.23,38.52,BANGALORE,KA,Item 5,Category 3
20-08-2018,SGE-1819/5030,CAN,504,209.16,Customer 62,97776,353.69,NAGPUR,MH,Item 5,Category 3
20-08-2018,SGE-1819/5044,CAN,48,19.92,Customer 32,12185.28,38.67,CHANDIGARH,CH,Item 5,Category 3
20-08-2018,SGE-1819/5020,CAN,24,9.96,Customer 97,4656,0,PUNE,MH,Item 5,Category 3
20-08-2018,SGE-1819/5021,CAN,480,199.2,Customer 97,93120,336.84,PUNE,MH,Item 5,Category 3
20-08-2018,SGE-1819/4992,CAN,1012,419.98,Customer 13,190256,707.87,VAPI,GJ,Item 5,Category 3
20-08-2018,SGE-1819/5048,CAN,1008,418.32,Customer 21,189504,702.08,BHARUCH,GJ,Item 5,Category 3
20-08-2018,SGE-1819/5028,SET,6,144,Customer 80,125164.8,487.84,RAIPUR,CT,Item 2,Category 2
20-08-2018,SGE-1819/5033,CAN,1035,429.53,Customer 5,169576.47,696.36,GURGAON,HR,Item 5,Category 3
20-08-2018,SGE-1819/5034,CAN,504,209.16,Customer 98,97776,353.69,PANIPAT,HR,Item 5,Category 3
20-08-2018,SGE-1819/5045,CAN,48,19.92,Customer 44,12574.08,0,VISAKHAPATNAM,AP,Item 5,Category 3
20-08-2018,SGE-1819/5042,CAN,504,209.16,Customer 22,97776,361.69,VADODARA,GJ,Item 5,Category 3
20-08-2018,SGE-1819/5041,CAN,1008,418.32,Customer 15,189504,797.08,JAMSHEDPUR,JH,Item 5,Category 3
20-08-2018,SGE-1819/5011,BKT,4,80,Customer 6,42330.37,492.96,KOLKATA,WB,Item 1,Category 1
21-08-2018,SGE-1819/5055,CAN,200,83,Customer 99,52392,154.49,LUDHIANA,PB,Item 5,Category 3
21-08-2018,SGE-1819/5076,CAN,60,24.9,Customer 32,15231.6,53.84,CHANDIGARH,CH,Item 5,Category 3
21-08-2018,SGE-1819/5058,CAN,140,58.1,Customer 80,36674.4,108.14,RAIPUR,CT,Item 5,Category 3
21-08-2018,SGE-1819/5056,CAN,24,9.96,Customer 91,6238.44,12,ROURKELA,OR,Item 5,Category 3
21-08-2018,SGE-1819/5061,SET,9,216,Customer 100,223943.62,480.56,Bhubaneswar,OR,Item 2,Category 2
22-08-2018,DD-1819/356,BKT,67,1340,Customer 78,494741.4,0,SURAT,GJ,Item 1,Category 1
22-08-2018,DD-1819/359,CAN,110,45.65,Customer 46,17249.1,0,BHARUCH,GJ,Item 5,Category 3
22-08-2018,DD-1819/357,CAN,108,44.82,Customer 101,16935.48,0,RAIGAD,MH,Item 5,Category 3
22-08-2018,DD-1819/358,CAN,162,67.23,Customer 101,25404.84,0,RAIGAD,MH,Item 5,Category 3
22-08-2018,SGE-1819/5148,SET,6,144,Customer 102,132969.44,317.11,KOLKATA,WB,Item 2,Category 2
22-08-2018,SGE-1819/5120,CAN,12,4.98,Customer 92,3046.32,0,LUCKNOW,UP,Item 5,Category 3
22-08-2018,SGE-1819/5138,CAN,100,41.5,Customer 103,29077.56,73.16,JAMMU,JK,Item 5,Category 3
23-08-2018,DD-1819/361,CAN,100,41.5,Customer 46,15681,0,BHARUCH,GJ,Item 5,Category 3
