sum_QTY_before,sum_Freight,sum_LineAmount,Month,no_unique_customers,no_orders,InvoiceCat_DD-SGE,InvoiceCat_SGE,WeekDay_Friday,WeekDay_Monday,WeekDay_Saturday,WeekDay_Thursday,WeekDay_Tuesday,WeekDay_Wednesday,State_AP,State_AS,State_BH,State_CH,State_CT,State_DL,State_DN,State_GA,State_GJ,State_HR,State_JH,State_JK,State_KA,State_KL,State_MH,State_MP,State_OR,State_PB,State_RJ,State_TN,State_TS,State_UP,State_UT,State_WB,EMA30,EMA7,sum_QTY_label,Date_label
25.0,32.53,7289.869999999999,11.0,2,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,614.0370330411511,251.85700985026344,673.0,2019-11-16
673.0,459.89,138674.94,11.0,4,4,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,617.8410962011861,357.1427573876976,216.0,2019-11-18
216.0,228.62,58255.2,11.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,591.9158592434458,321.8570680407732,12.0,2019-11-20
12.0,7.56,3252.48,11.0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,554.5019261650135,244.39280103057988,24.0,2019-11-21
24.0,19.53,6230.02,11.0,2,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,520.2759897318708,189.29460077293487,241.0,2019-11-22
241.0,178.30999999999997,42397.520000000004,11.0,2,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,502.2581811293053,202.22095057970117,874.0,2019-11-23
874.0,124.07,148476.3,11.0,2,4,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.241527785555,370.16571293477585,564.0,2019-11-26
564.0,436.97999999999996,117383.36,11.0,3,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,528.6775585838824,418.62428470108193,504.0,2019-11-29
504.0,414.42,123480.0,11.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.0854578265618,439.96821352581145,8013.0,2019-11-30
8013.0,5965.16,1795794.35,12.0,20,22,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1010.0477441089203,2333.226160144359,8.0,2019-12-03
8.0,4.03,2326.2,12.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,945.3994953213175,1751.919620108269,1008.0,2019-12-04
1008.0,673.8299999999999,201600.0,12.0,2,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,949.4382379813161,1565.939715081202,342.0,2019-12-06
342.0,125.1,84264.34,12.0,4,4,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,910.2486704039018,1259.9547863109012,100.0,2019-12-12
100.0,63.44,20000.0,12.0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,857.9745578484107,969.9660897331759,470.0,2019-12-13
470.0,177.67,101352.32,12.0,2,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,832.943939068511,844.9745672998819,263.0,2019-12-17
263.0,141.77,46507.44,12.0,2,2,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,796.1733594073129,699.4809254749114,448.0,2019-12-18
448.0,41.28,81728.0,12.0,2,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,773.710560341992,636.6106941061835,40.0,2019-12-19
40.0,19.55,8000.0,12.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.3743918384687,487.4580205796376,1512.0,2019-12-21
1512.0,1200.42,332136.0,12.0,2,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.0599182713971,743.5935154347281,4.0,2019-12-23
4.0,2.0,800.0,12.0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.1850817731249,558.695136576046,100.0,2019-12-26
100.0,0.0,16104.0,12.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,686.7215257868567,444.0213524320345,180.0,2019-12-27
180.0,107.17,30523.5,12.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.0298126896661,378.01601432402583,48.0,2019-12-28
48.0,14.16,13611.02,12.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614.931113132018,295.51201074301935,2401.0,2019-12-31
2401.0,1836.92,537338.39,,13,13,0,1,,,,,,,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,730.1613693146021,821.8840080572647,,
